"Latest: Time (s)","Latest: Potential 1 (V)","Latest: Potential 2 (V)","Latest: photodiode voltage shifted","Latest: sweep field voltage shifted"
83.24,-2.690,3.183,0.780,8.693
83.25,-2.693,3.189,0.777,8.699
83.26,-2.690,3.183,0.780,8.693
83.27,-2.693,3.192,0.777,8.702
83.28,-2.693,3.186,0.777,8.696
83.29,-2.695,3.189,0.775,8.699
83.30,-2.702,3.198,0.768,8.708
83.31,-2.699,3.195,0.771,8.705
83.32,-2.695,3.198,0.775,8.708
83.33,-2.693,3.201,0.777,8.711
83.34,-2.699,3.201,0.771,8.711
83.35,-2.690,3.198,0.780,8.708
83.36,-2.699,3.195,0.771,8.705
83.37,-2.690,3.198,0.780,8.708
83.38,-2.702,3.201,0.768,8.711
83.39,-2.702,3.198,0.768,8.708
83.40,-2.693,3.210,0.777,8.720
83.41,-2.690,3.204,0.780,8.714
83.42,-2.695,3.210,0.775,8.720
83.43,-2.690,3.213,0.780,8.723
83.44,-2.693,3.210,0.777,8.720
83.45,-2.690,3.210,0.780,8.720
83.46,-2.695,3.213,0.775,8.723
83.47,-2.704,3.213,0.766,8.723
83.48,-2.695,3.219,0.775,8.729
83.49,-2.699,3.219,0.771,8.729
83.50,-2.693,3.216,0.777,8.726
83.51,-2.695,3.222,0.775,8.732
83.52,-2.690,3.219,0.780,8.729
83.53,-2.695,3.222,0.775,8.732
83.54,-2.693,3.213,0.777,8.723
83.55,-2.695,3.222,0.775,8.732
83.56,-2.699,3.222,0.771,8.732
83.57,-2.702,3.225,0.768,8.735
83.58,-2.690,3.230,0.780,8.740
83.59,-2.693,3.230,0.777,8.740
83.60,-2.690,3.230,0.780,8.740
83.61,-2.690,3.234,0.780,8.744
83.62,-2.695,3.234,0.775,8.744
83.63,-2.693,3.228,0.777,8.738
83.64,-2.702,3.234,0.768,8.744
83.65,-2.695,3.230,0.775,8.740
83.66,-2.707,3.237,0.763,8.747
83.67,-2.695,3.237,0.775,8.747
83.68,-2.693,3.242,0.777,8.752
83.69,-2.693,3.234,0.777,8.744
83.70,-2.693,3.246,0.777,8.756
83.71,-2.690,3.242,0.780,8.752
83.72,-2.693,3.246,0.777,8.756
83.73,-2.690,3.239,0.780,8.749
83.74,-2.693,3.246,0.777,8.756
83.75,-2.702,3.249,0.768,8.759
83.76,-2.702,3.251,0.768,8.761
83.77,-2.702,3.251,0.768,8.761
83.78,-2.690,3.251,0.780,8.761
83.79,-2.699,3.258,0.771,8.768
83.80,-2.690,3.258,0.780,8.768
83.81,-2.699,3.258,0.771,8.768
83.82,-2.690,3.258,0.780,8.768
83.83,-2.695,3.255,0.775,8.765
83.84,-2.693,3.249,0.777,8.759
83.85,-2.695,3.260,0.775,8.770
83.86,-2.695,3.255,0.775,8.765
83.87,-2.704,3.263,0.766,8.773
83.88,-2.693,3.263,0.777,8.773
83.89,-2.693,3.267,0.777,8.777
83.90,-2.690,3.269,0.780,8.779
83.91,-2.693,3.269,0.777,8.779
83.92,-2.695,3.272,0.775,8.782
83.93,-2.690,3.269,0.780,8.779
83.94,-2.699,3.269,0.771,8.779
83.95,-2.690,3.267,0.780,8.777
83.96,-2.699,3.272,0.771,8.782
83.97,-2.690,3.272,0.780,8.782
83.98,-2.704,3.275,0.766,8.785
83.99,-2.699,3.272,0.771,8.782
84.00,-2.693,3.281,0.777,8.791
84.01,-2.690,3.272,0.780,8.782
84.02,-2.693,3.284,0.777,8.794
84.03,-2.690,3.281,0.780,8.791
84.04,-2.693,3.284,0.777,8.794
84.05,-2.690,3.288,0.780,8.798
84.06,-2.693,3.284,0.777,8.794
84.07,-2.690,3.284,0.780,8.794
84.08,-2.693,3.284,0.777,8.794
84.09,-2.702,3.290,0.768,8.800
84.10,-2.699,3.290,0.771,8.800
84.11,-2.711,3.293,0.759,8.803
84.12,-2.695,3.293,0.775,8.803
84.13,-2.695,3.299,0.775,8.809
84.14,-2.690,3.293,0.780,8.803
84.15,-2.693,3.302,0.777,8.812
84.16,-2.690,3.293,0.780,8.803
84.17,-2.693,3.302,0.777,8.812
84.18,-2.690,3.299,0.780,8.809
84.19,-2.693,3.302,0.777,8.812
84.20,-2.690,3.302,0.780,8.812
84.21,-2.693,3.299,0.777,8.809
84.22,-2.690,3.305,0.780,8.815
84.23,-2.695,3.305,0.775,8.815
84.24,-2.704,3.308,0.766,8.818
84.25,-2.702,3.308,0.768,8.818
84.26,-2.704,3.314,0.766,8.824
84.27,-2.693,3.311,0.777,8.821
84.28,-2.695,3.317,0.775,8.827
84.29,-2.690,3.314,0.780,8.824
84.30,-2.693,3.317,0.777,8.827
84.31,-2.693,3.314,0.777,8.824
84.32,-2.693,3.323,0.777,8.833
84.33,-2.690,3.317,0.780,8.827
84.34,-2.693,3.323,0.777,8.833
84.35,-2.690,3.320,0.780,8.830
84.36,-2.693,3.320,0.777,8.830
84.37,-2.690,3.326,0.780,8.836
84.38,-2.693,3.323,0.777,8.833
84.39,-2.702,3.326,0.768,8.836
84.40,-2.702,3.326,0.768,8.836
84.41,-2.704,3.329,0.766,8.839
84.42,-2.699,3.329,0.771,8.839
84.43,-2.702,3.332,0.768,8.842
84.44,-2.693,3.332,0.777,8.842
84.45,-2.693,3.332,0.777,8.842
84.46,-2.690,3.335,0.780,8.845
84.47,-2.693,3.338,0.777,8.848
84.48,-2.690,3.332,0.780,8.842
84.49,-2.693,3.341,0.777,8.851
84.50,-2.690,3.338,0.780,8.848
84.51,-2.693,3.344,0.777,8.854
84.52,-2.690,3.344,0.780,8.854
84.53,-2.693,3.341,0.777,8.851
84.54,-2.690,3.341,0.780,8.851
84.55,-2.693,3.341,0.777,8.851
84.56,-2.693,3.347,0.777,8.857
84.57,-2.690,3.350,0.780,8.860
84.58,-2.702,3.350,0.768,8.860
84.59,-2.699,3.350,0.771,8.860
84.60,-2.704,3.350,0.766,8.860
84.61,-2.699,3.350,0.771,8.860
84.62,-2.702,3.353,0.768,8.863
84.63,-2.693,3.353,0.777,8.863
84.64,-2.693,3.362,0.777,8.872
84.65,-2.690,3.353,0.780,8.863
84.66,-2.693,3.362,0.777,8.872
84.67,-2.690,3.362,0.780,8.872
84.68,-2.693,3.362,0.777,8.872
84.69,-2.690,3.368,0.780,8.878
84.70,-2.693,3.368,0.777,8.878
84.71,-2.690,3.368,0.780,8.878
84.72,-2.693,3.371,0.777,8.881
84.73,-2.699,3.371,0.771,8.881
84.74,-2.690,3.368,0.780,8.878
84.75,-2.699,3.374,0.771,8.884
84.76,-2.693,3.365,0.777,8.875
84.77,-2.699,3.368,0.771,8.878
84.78,-2.690,3.368,0.780,8.878
84.79,-2.695,3.371,0.775,8.881
84.80,-2.690,3.368,0.780,8.878
84.81,-2.695,3.377,0.775,8.887
84.82,-2.690,3.374,0.780,8.884
84.83,-2.699,3.377,0.771,8.887
84.84,-2.695,3.380,0.775,8.890
84.85,-2.702,3.383,0.768,8.893
84.86,-2.699,3.386,0.771,8.896
84.87,-2.702,3.386,0.768,8.896
84.88,-2.704,3.389,0.766,8.899
84.89,-2.699,3.389,0.771,8.899
84.90,-2.702,3.389,0.768,8.899
84.91,-2.693,3.389,0.777,8.899
84.92,-2.699,3.389,0.771,8.899
84.93,-2.690,3.395,0.780,8.905
84.94,-2.693,3.395,0.777,8.905
84.95,-2.693,3.395,0.777,8.905
84.96,-2.693,3.398,0.777,8.908
84.97,-2.690,3.392,0.780,8.902
84.98,-2.693,3.401,0.777,8.911
84.99,-2.690,3.395,0.780,8.905
85.00,-2.693,3.401,0.777,8.911
85.01,-2.690,3.401,0.780,8.911
85.02,-2.693,3.404,0.777,8.914
85.03,-2.690,3.410,0.780,8.920
85.04,-2.693,3.410,0.777,8.920
85.05,-2.690,3.410,0.780,8.920
85.06,-2.693,3.410,0.777,8.920
85.07,-2.695,3.413,0.775,8.923
85.08,-2.693,3.413,0.777,8.923
85.09,-2.693,3.416,0.777,8.926
85.10,-2.690,3.413,0.780,8.923
85.11,-2.695,3.419,0.775,8.929
85.12,-2.690,3.413,0.780,8.923
85.13,-2.695,3.419,0.775,8.929
85.14,-2.690,3.416,0.780,8.926
85.15,-2.699,3.419,0.771,8.929
85.16,-2.690,3.416,0.780,8.926
85.17,-2.693,3.422,0.777,8.932
85.18,-2.690,3.416,0.780,8.926
85.19,-2.693,3.428,0.777,8.938
85.20,-2.690,3.425,0.780,8.935
85.21,-2.693,3.428,0.777,8.938
85.22,-2.690,3.428,0.780,8.938
85.23,-2.693,3.428,0.777,8.938
85.24,-2.690,3.434,0.780,8.944
85.25,-2.693,3.431,0.777,8.941
85.26,-2.699,3.431,0.771,8.941
85.27,-2.690,3.428,0.780,8.938
85.28,-2.695,3.431,0.775,8.941
85.29,-2.690,3.431,0.780,8.941
85.30,-2.699,3.434,0.771,8.944
85.31,-2.690,3.428,0.780,8.938
85.32,-2.695,3.434,0.775,8.944
85.33,-2.690,3.425,0.780,8.935
85.34,-2.693,3.437,0.777,8.947
85.35,-2.690,3.434,0.780,8.944
85.36,-2.693,3.437,0.777,8.947
85.37,-2.690,3.440,0.780,8.950
85.38,-2.693,3.440,0.777,8.950
85.39,-2.690,3.446,0.780,8.956
85.40,-2.693,3.443,0.777,8.953
85.41,-2.690,3.446,0.780,8.956
85.42,-2.693,3.446,0.777,8.956
85.43,-2.695,3.449,0.775,8.959
85.44,-2.690,3.449,0.780,8.959
85.45,-2.699,3.452,0.771,8.962
85.46,-2.690,3.449,0.780,8.959
85.47,-2.699,3.455,0.771,8.965
85.48,-2.693,3.452,0.777,8.962
85.49,-2.695,3.458,0.775,8.968
85.50,-2.693,3.452,0.777,8.962
85.51,-2.695,3.464,0.775,8.974
85.52,-2.690,3.458,0.780,8.968
85.53,-2.693,3.467,0.777,8.977
85.54,-2.690,3.464,0.780,8.974
85.55,-2.693,3.470,0.777,8.980
85.56,-2.690,3.473,0.780,8.983
85.57,-2.693,3.473,0.777,8.983
85.58,-2.690,3.473,0.780,8.983
85.59,-2.690,3.473,0.780,8.983
85.60,-2.695,3.479,0.775,8.989
85.61,-2.690,3.479,0.780,8.989
85.62,-2.695,3.479,0.775,8.989
85.63,-2.690,3.479,0.780,8.989
85.64,-2.702,3.482,0.768,8.992
85.65,-2.690,3.482,0.780,8.992
85.66,-2.695,3.485,0.775,8.995
85.67,-2.690,3.479,0.780,8.989
85.68,-2.693,3.488,0.777,8.998
85.69,-2.693,3.479,0.777,8.989
85.70,-2.693,3.491,0.777,9.001
85.71,-2.693,3.485,0.777,8.995
85.72,-2.693,3.491,0.777,9.001
85.73,-2.690,3.494,0.780,9.004
85.74,-2.693,3.494,0.777,9.004
85.75,-2.690,3.500,0.780,9.010
85.76,-2.693,3.500,0.777,9.010
85.77,-2.695,3.503,0.775,9.013
85.78,-2.693,3.503,0.777,9.013
85.79,-2.702,3.506,0.768,9.016
85.80,-2.699,3.503,0.771,9.013
85.81,-2.707,3.509,0.763,9.019
85.82,-2.699,3.506,0.771,9.016
85.83,-2.704,3.509,0.766,9.019
85.84,-2.699,3.506,0.771,9.016
85.85,-2.702,3.509,0.768,9.019
85.86,-2.690,3.506,0.780,9.016
85.87,-2.695,3.515,0.775,9.025
85.88,-2.690,3.512,0.780,9.022
85.89,-2.693,3.518,0.777,9.028
85.90,-2.690,3.515,0.780,9.025
85.91,-2.693,3.518,0.777,9.028
85.92,-2.690,3.518,0.780,9.028
85.93,-2.693,3.518,0.777,9.028
85.94,-2.695,3.524,0.775,9.034
85.95,-2.693,3.524,0.777,9.034
85.96,-2.695,3.530,0.775,9.040
85.97,-2.690,3.530,0.780,9.040
85.98,-2.695,3.530,0.775,9.040
85.99,-2.690,3.533,0.780,9.043
86.00,-2.695,3.533,0.775,9.043
86.01,-2.690,3.533,0.780,9.043
86.02,-2.695,3.539,0.775,9.049
86.03,-2.690,3.533,0.780,9.043
86.04,-2.693,3.539,0.777,9.049
86.05,-2.693,3.530,0.777,9.040
86.06,-2.695,3.539,0.775,9.049
86.07,-2.699,3.533,0.771,9.043
86.08,-2.704,3.539,0.766,9.049
86.09,-2.699,3.542,0.771,9.052
86.10,-2.702,3.542,0.768,9.052
86.11,-2.690,3.542,0.780,9.052
86.12,-2.693,3.542,0.777,9.052
86.13,-2.695,3.545,0.775,9.055
86.14,-2.690,3.542,0.780,9.052
86.15,-2.699,3.542,0.771,9.052
86.16,-2.690,3.545,0.780,9.055
86.17,-2.693,3.551,0.777,9.061
86.18,-2.690,3.551,0.780,9.061
86.19,-2.699,3.554,0.771,9.064
86.20,-2.690,3.554,0.780,9.064
86.21,-2.693,3.557,0.777,9.067
86.22,-2.693,3.554,0.777,9.064
86.23,-2.690,3.560,0.780,9.070
86.24,-2.690,3.554,0.780,9.064
86.25,-2.693,3.563,0.777,9.073
86.26,-2.693,3.554,0.777,9.064
86.27,-2.702,3.566,0.768,9.076
86.28,-2.699,3.566,0.771,9.076
86.29,-2.699,3.563,0.771,9.073
86.30,-2.695,3.569,0.775,9.079
86.31,-2.693,3.566,0.777,9.076
86.32,-2.695,3.569,0.775,9.079
86.33,-2.690,3.566,0.780,9.076
86.34,-2.699,3.566,0.771,9.076
86.35,-2.690,3.572,0.780,9.082
86.36,-2.695,3.572,0.775,9.082
86.37,-2.693,3.575,0.777,9.085
86.38,-2.695,3.578,0.775,9.088
86.39,-2.690,3.578,0.780,9.088
86.40,-2.693,3.581,0.777,9.091
86.41,-2.690,3.578,0.780,9.088
86.42,-2.693,3.581,0.777,9.091
86.43,-2.690,3.578,0.780,9.088
86.44,-2.702,3.584,0.768,9.094
86.45,-2.702,3.584,0.768,9.094
86.46,-2.702,3.587,0.768,9.097
86.47,-2.699,3.587,0.771,9.097
86.48,-2.693,3.590,0.777,9.100
86.49,-2.690,3.590,0.780,9.100
86.50,-2.693,3.587,0.777,9.097
86.51,-2.695,3.593,0.775,9.103
86.52,-2.693,3.593,0.777,9.103
86.53,-2.695,3.596,0.775,9.106
86.54,-2.690,3.599,0.780,9.109
86.55,-2.699,3.599,0.771,9.109
86.56,-2.690,3.599,0.780,9.109
86.57,-2.695,3.599,0.775,9.109
86.58,-2.693,3.602,0.777,9.112
86.59,-2.702,3.602,0.768,9.112
86.60,-2.699,3.596,0.771,9.106
86.61,-2.702,3.602,0.768,9.112
86.62,-2.690,3.596,0.780,9.106
86.63,-2.695,3.605,0.775,9.115
86.64,-2.690,3.596,0.780,9.106
86.65,-2.693,3.608,0.777,9.118
86.66,-2.690,3.614,0.780,9.124
86.67,-2.693,3.614,0.777,9.124
86.68,-2.687,3.614,0.783,9.124
86.69,-2.693,3.614,0.777,9.124
86.70,-2.695,3.617,0.775,9.127
86.71,-2.693,3.617,0.777,9.127
86.72,-2.704,3.617,0.766,9.127
86.73,-2.699,3.617,0.771,9.127
86.74,-2.704,3.620,0.766,9.130
86.75,-2.690,3.620,0.780,9.130
86.76,-2.695,3.617,0.775,9.127
86.77,-2.690,3.620,0.780,9.130
86.78,-2.695,3.626,0.775,9.136
86.79,-2.690,3.626,0.780,9.136
86.80,-2.693,3.629,0.777,9.139
86.81,-2.690,3.626,0.780,9.136
86.82,-2.693,3.632,0.777,9.142
86.83,-2.693,3.626,0.777,9.136
86.84,-2.704,3.635,0.766,9.145
86.85,-2.699,3.635,0.771,9.145
86.86,-2.695,3.635,0.775,9.145
86.87,-2.690,3.635,0.780,9.145
86.88,-2.693,3.635,0.777,9.145
86.89,-2.690,3.641,0.780,9.151
86.90,-2.693,3.641,0.777,9.151
86.91,-2.695,3.644,0.775,9.154
86.92,-2.693,3.644,0.777,9.154
86.93,-2.695,3.644,0.775,9.154
86.94,-2.693,3.644,0.777,9.154
86.95,-2.711,3.647,0.759,9.157
86.96,-2.699,3.641,0.771,9.151
86.97,-2.699,3.647,0.771,9.157
86.98,-2.690,3.641,0.780,9.151
86.99,-2.695,3.650,0.775,9.160
87.00,-2.690,3.644,0.780,9.154
87.01,-2.693,3.653,0.777,9.163
87.02,-2.690,3.650,0.780,9.160
87.03,-2.693,3.659,0.777,9.169
87.04,-2.690,3.656,0.780,9.166
87.05,-2.704,3.659,0.766,9.169
87.06,-2.695,3.659,0.775,9.169
87.07,-2.693,3.659,0.777,9.169
87.08,-2.690,3.656,0.780,9.166
87.09,-2.690,3.662,0.780,9.172
87.10,-2.695,3.665,0.775,9.175
87.11,-2.693,3.665,0.777,9.175
87.12,-2.695,3.668,0.775,9.178
87.13,-2.690,3.668,0.780,9.178
87.14,-2.704,3.668,0.766,9.178
87.15,-2.699,3.668,0.771,9.178
87.16,-2.702,3.668,0.768,9.178
87.17,-2.693,3.665,0.777,9.175
87.18,-2.695,3.674,0.775,9.184
87.19,-2.690,3.668,0.780,9.178
87.20,-2.693,3.680,0.777,9.190
87.21,-2.690,3.671,0.780,9.181
87.22,-2.693,3.680,0.777,9.190
87.23,-2.695,3.677,0.775,9.187
87.24,-2.702,3.680,0.768,9.190
87.25,-2.690,3.683,0.780,9.193
87.26,-2.693,3.677,0.777,9.187
87.27,-2.690,3.689,0.780,9.199
87.28,-2.693,3.689,0.777,9.199
87.29,-2.690,3.689,0.780,9.199
87.30,-2.693,3.689,0.777,9.199
87.31,-2.699,3.692,0.771,9.202
87.32,-2.702,3.689,0.768,9.199
87.33,-2.704,3.692,0.766,9.202
87.34,-2.690,3.689,0.780,9.199
87.35,-2.699,3.692,0.771,9.202
87.36,-2.693,3.698,0.777,9.208
87.37,-2.695,3.698,0.775,9.208
87.38,-2.690,3.698,0.780,9.208
87.39,-2.693,3.701,0.777,9.211
87.40,-2.704,3.695,0.766,9.205
87.41,-2.702,3.701,0.768,9.211
87.42,-2.690,3.692,0.780,9.202
87.43,-2.693,3.704,0.777,9.214
87.44,-2.690,3.704,0.780,9.214
87.45,-2.693,3.710,0.777,9.220
87.46,-2.690,3.710,0.780,9.220
87.47,-2.695,3.710,0.775,9.220
87.48,-2.702,3.710,0.768,9.220
87.49,-2.693,3.710,0.777,9.220
87.50,-2.695,3.707,0.775,9.217
87.51,-2.693,3.716,0.777,9.226
87.52,-2.693,3.719,0.777,9.229
87.53,-2.693,3.716,0.777,9.226
87.54,-2.693,3.722,0.777,9.232
87.55,-2.695,3.719,0.775,9.229
87.56,-2.707,3.719,0.763,9.229
87.57,-2.690,3.716,0.780,9.226
87.58,-2.699,3.722,0.771,9.232
87.59,-2.687,3.724,0.783,9.234
87.60,-2.693,3.724,0.777,9.234
87.61,-2.690,3.724,0.780,9.234
87.62,-2.702,3.731,0.768,9.241
87.63,-2.699,3.722,0.771,9.232
87.64,-2.693,3.731,0.777,9.241
87.65,-2.690,3.722,0.780,9.232
87.66,-2.693,3.734,0.777,9.244
87.67,-2.690,3.734,0.780,9.244
87.68,-2.693,3.736,0.777,9.246
87.69,-2.693,3.740,0.777,9.250
87.70,-2.702,3.736,0.768,9.246
87.71,-2.690,3.740,0.780,9.250
87.72,-2.690,3.736,0.780,9.246
87.73,-2.690,3.743,0.780,9.253
87.74,-2.693,3.745,0.777,9.255
87.75,-2.695,3.745,0.775,9.255
87.76,-2.695,3.745,0.775,9.255
87.77,-2.704,3.745,0.766,9.255
87.78,-2.690,3.745,0.780,9.255
87.79,-2.702,3.745,0.768,9.255
87.80,-2.693,3.749,0.777,9.259
87.81,-2.695,3.752,0.775,9.262
87.82,-2.690,3.752,0.780,9.262
87.83,-2.704,3.754,0.766,9.264
87.84,-2.690,3.745,0.780,9.255
87.85,-2.693,3.752,0.777,9.262
87.86,-2.690,3.749,0.780,9.259
87.87,-2.695,3.761,0.775,9.271
87.88,-2.690,3.754,0.780,9.264
87.89,-2.699,3.761,0.771,9.271
87.90,-2.699,3.761,0.771,9.271
87.91,-2.693,3.761,0.777,9.271
87.92,-2.690,3.764,0.780,9.274
87.93,-2.690,3.766,0.780,9.276
87.94,-2.690,3.769,0.780,9.279
87.95,-2.693,3.769,0.777,9.279
87.96,-2.704,3.769,0.766,9.279
87.97,-2.690,3.769,0.780,9.279
87.98,-2.695,3.769,0.775,9.279
87.99,-2.690,3.773,0.780,9.283
88.00,-2.695,3.775,0.775,9.285
88.01,-2.693,3.775,0.777,9.285
88.02,-2.711,3.775,0.759,9.285
88.03,-2.690,3.775,0.780,9.285
88.04,-2.699,3.773,0.771,9.283
88.05,-2.693,3.778,0.777,9.288
88.06,-2.693,3.782,0.777,9.292
88.07,-2.690,3.782,0.780,9.292
88.08,-2.702,3.784,0.768,9.294
88.09,-2.690,3.775,0.780,9.285
88.10,-2.693,3.782,0.777,9.292
88.11,-2.690,3.784,0.780,9.294
88.12,-2.695,3.787,0.775,9.297
88.13,-2.690,3.787,0.780,9.297
88.14,-2.702,3.790,0.768,9.300
88.15,-2.690,3.793,0.780,9.303
88.16,-2.693,3.793,0.777,9.303
88.17,-2.690,3.796,0.780,9.306
88.18,-2.693,3.796,0.777,9.306
88.19,-2.702,3.799,0.768,9.309
88.20,-2.702,3.793,0.768,9.303
88.21,-2.695,3.796,0.775,9.306
88.22,-2.693,3.802,0.777,9.312
88.23,-2.695,3.802,0.775,9.312
88.24,-2.690,3.805,0.780,9.315
88.25,-2.711,3.805,0.759,9.315
88.26,-2.690,3.802,0.780,9.312
88.27,-2.699,3.802,0.771,9.312
88.28,-2.690,3.805,0.780,9.315
88.29,-2.695,3.811,0.775,9.321
88.30,-2.693,3.805,0.777,9.315
88.31,-2.702,3.811,0.768,9.321
88.32,-2.690,3.805,0.780,9.315
88.33,-2.693,3.814,0.777,9.324
88.34,-2.693,3.811,0.777,9.321
88.35,-2.693,3.817,0.777,9.327
88.36,-2.699,3.814,0.771,9.324
88.37,-2.695,3.817,0.775,9.327
88.38,-2.693,3.817,0.777,9.327
88.39,-2.693,3.826,0.777,9.336
88.40,-2.690,3.826,0.780,9.336
88.41,-2.693,3.823,0.777,9.333
88.42,-2.704,3.826,0.766,9.336
88.43,-2.693,3.820,0.777,9.330
88.44,-2.695,3.829,0.775,9.339
88.45,-2.690,3.829,0.780,9.339
88.46,-2.693,3.832,0.777,9.342
88.47,-2.695,3.832,0.775,9.342
88.48,-2.699,3.832,0.771,9.342
88.49,-2.690,3.832,0.780,9.342
88.50,-2.695,3.838,0.775,9.348
88.51,-2.693,3.835,0.777,9.345
88.52,-2.704,3.838,0.766,9.348
88.53,-2.690,3.829,0.780,9.339
88.54,-2.693,3.835,0.777,9.345
88.55,-2.690,3.835,0.780,9.345
88.56,-2.695,3.844,0.775,9.354
88.57,-2.702,3.841,0.768,9.351
88.58,-2.695,3.844,0.775,9.354
88.59,-2.690,3.838,0.780,9.348
88.60,-2.693,3.850,0.777,9.360
88.61,-2.693,3.850,0.777,9.360
88.62,-2.702,3.850,0.768,9.360
88.63,-2.690,3.853,0.780,9.363
88.64,-2.693,3.847,0.777,9.357
88.65,-2.695,3.856,0.775,9.366
88.66,-2.693,3.856,0.777,9.366
88.67,-2.702,3.856,0.768,9.366
88.68,-2.690,3.856,0.780,9.366
88.69,-2.699,3.853,0.771,9.363
88.70,-2.690,3.862,0.780,9.372
88.71,-2.699,3.862,0.771,9.372
88.72,-2.695,3.859,0.775,9.369
88.73,-2.702,3.862,0.768,9.372
88.74,-2.693,3.856,0.777,9.366
88.75,-2.695,3.868,0.775,9.378
88.76,-2.690,3.865,0.780,9.375
88.77,-2.704,3.865,0.766,9.375
88.78,-2.693,3.859,0.777,9.369
88.79,-2.695,3.871,0.775,9.381
88.80,-2.690,3.865,0.780,9.375
88.81,-2.693,3.874,0.777,9.384
88.82,-2.699,3.868,0.771,9.378
88.83,-2.695,3.874,0.775,9.384
88.84,-2.687,3.877,0.783,9.387
88.85,-2.693,3.877,0.777,9.387
88.86,-2.690,3.889,0.780,9.399
88.87,-2.702,3.877,0.768,9.387
88.88,-2.690,3.877,0.780,9.387
88.89,-2.690,3.892,0.780,9.402
88.90,-2.695,3.892,0.775,9.402
88.91,-2.699,3.892,0.771,9.402
88.92,-2.695,3.892,0.775,9.402
88.93,-2.690,3.892,0.780,9.402
88.94,-2.695,3.898,0.775,9.408
88.95,-2.690,3.898,0.780,9.408
88.96,-2.704,3.901,0.766,9.411
88.97,-2.693,3.892,0.777,9.402
88.98,-2.695,3.901,0.775,9.411
88.99,-2.693,3.901,0.777,9.411
89.00,-2.699,3.901,0.771,9.411
89.01,-2.690,3.898,0.780,9.408
89.02,-2.695,3.904,0.775,9.414
89.03,-2.690,3.898,0.780,9.408
89.04,-2.693,3.910,0.777,9.420
89.05,-2.695,3.901,0.775,9.411
89.06,-2.695,3.904,0.775,9.414
89.07,-2.690,3.913,0.780,9.423
89.08,-2.695,3.913,0.775,9.423
89.09,-2.699,3.916,0.771,9.426
89.10,-2.693,3.913,0.777,9.423
89.11,-2.690,3.916,0.780,9.426
89.12,-2.693,3.922,0.777,9.432
89.13,-2.695,3.922,0.775,9.432
89.14,-2.699,3.919,0.771,9.429
89.15,-2.699,3.916,0.771,9.426
89.16,-2.690,3.922,0.780,9.432
89.17,-2.695,3.925,0.775,9.435
89.18,-2.702,3.922,0.768,9.432
89.19,-2.695,3.922,0.775,9.432
89.20,-2.690,3.928,0.780,9.438
89.21,-2.695,3.928,0.775,9.438
89.22,-2.702,3.928,0.768,9.438
89.23,-2.699,3.928,0.771,9.438
89.24,-2.690,3.931,0.780,9.441
89.25,-2.693,3.934,0.777,9.444
89.26,-2.702,3.931,0.768,9.441
89.27,-2.695,3.937,0.775,9.447
89.28,-2.693,3.928,0.777,9.438
89.29,-2.693,3.940,0.777,9.450
89.30,-2.695,3.937,0.775,9.447
89.31,-2.693,3.940,0.777,9.450
89.32,-2.690,3.940,0.780,9.450
89.33,-2.693,3.949,0.777,9.459
89.34,-2.693,3.949,0.777,9.459
89.35,-2.695,3.946,0.775,9.456
89.36,-2.687,3.949,0.783,9.459
89.37,-2.693,3.952,0.777,9.462
89.38,-2.695,3.952,0.775,9.462
89.39,-2.695,3.949,0.775,9.459
89.40,-2.699,3.955,0.771,9.465
89.41,-2.690,3.955,0.780,9.465
89.42,-2.695,3.952,0.775,9.462
89.43,-2.695,3.955,0.775,9.465
89.44,-2.695,3.955,0.775,9.465
89.45,-2.690,3.961,0.780,9.471
89.46,-2.699,3.961,0.771,9.471
89.47,-2.690,3.955,0.780,9.465
89.48,-2.699,3.961,0.771,9.471
89.49,-2.693,3.964,0.777,9.474
89.50,-2.695,3.967,0.775,9.477
89.51,-2.695,3.961,0.775,9.471
89.52,-2.695,3.967,0.775,9.477
89.53,-2.690,3.967,0.780,9.477
89.54,-2.699,3.973,0.771,9.483
89.55,-2.693,3.961,0.777,9.471
89.56,-2.693,3.973,0.777,9.483
89.57,-2.690,3.967,0.780,9.477
89.58,-2.702,3.976,0.768,9.486
89.59,-2.690,3.973,0.780,9.483
89.60,-2.693,3.976,0.777,9.486
89.61,-2.693,3.979,0.777,9.489
89.62,-2.702,3.976,0.768,9.486
89.63,-2.690,3.979,0.780,9.489
89.64,-2.693,3.985,0.777,9.495
89.65,-2.690,3.985,0.780,9.495
89.66,-2.699,3.982,0.771,9.492
89.67,-2.695,3.979,0.775,9.489
89.68,-2.693,3.988,0.777,9.498
89.69,-2.693,3.988,0.777,9.498
89.70,-2.699,3.985,0.771,9.495
89.71,-2.699,3.985,0.771,9.495
89.72,-2.690,3.994,0.780,9.504
89.73,-2.699,3.994,0.771,9.504
89.74,-2.693,3.991,0.777,9.501
89.75,-2.699,3.997,0.771,9.507
89.76,-2.690,3.997,0.780,9.507
89.77,-2.704,3.997,0.766,9.507
89.78,-2.690,3.994,0.780,9.504
89.79,-2.695,4.000,0.775,9.510
89.80,-2.690,3.997,0.780,9.507
89.81,-2.704,4.000,0.766,9.510
89.82,-2.693,3.988,0.777,9.498
89.83,-2.695,4.006,0.775,9.516
89.84,-2.690,4.000,0.780,9.510
89.85,-2.702,4.003,0.768,9.513
89.86,-2.690,4.003,0.780,9.513
