"Latest: Time (s)","Latest: Potential 1 (V)","Latest: Potential 2 (V)","Latest: photodiode voltage shifted","Latest: sweep field voltage shifted"
0.00,-2.719,-6.084,0.751,-0.574
0.01,-2.732,-6.084,0.738,-0.574
0.02,-2.749,-6.084,0.721,-0.574
0.03,-2.761,-6.084,0.709,-0.574
0.04,-2.767,-6.084,0.703,-0.574
0.05,-2.767,-6.084,0.703,-0.574
0.06,-2.764,-6.084,0.706,-0.574
0.07,-2.758,-6.084,0.712,-0.574
0.08,-2.744,-6.084,0.726,-0.574
0.09,-2.737,-6.084,0.733,-0.574
0.10,-2.728,-6.084,0.742,-0.574
0.11,-2.723,-6.084,0.747,-0.574
0.12,-2.725,-6.084,0.745,-0.574
0.13,-2.732,-6.084,0.738,-0.574
0.14,-2.734,-6.084,0.736,-0.574
0.15,-2.728,-6.084,0.742,-0.574
0.16,-2.723,-6.084,0.747,-0.574
0.17,-2.723,-6.084,0.747,-0.574
0.18,-2.719,-6.084,0.751,-0.574
0.19,-2.713,-6.084,0.757,-0.574
0.20,-2.719,-6.084,0.751,-0.574
0.21,-2.716,-6.084,0.754,-0.574
0.22,-2.716,-6.084,0.754,-0.574
0.23,-2.713,-6.084,0.757,-0.574
0.24,-2.711,-6.084,0.759,-0.574
0.25,-2.711,-6.084,0.759,-0.574
0.26,-2.716,-6.084,0.754,-0.574
0.27,-2.716,-6.084,0.754,-0.574
0.28,-2.716,-6.084,0.754,-0.574
0.29,-2.713,-6.084,0.757,-0.574
0.30,-2.711,-6.084,0.759,-0.574
0.31,-2.713,-6.084,0.757,-0.574
0.32,-2.713,-6.084,0.757,-0.574
0.33,-2.716,-6.084,0.754,-0.574
0.34,-2.716,-6.084,0.754,-0.574
0.35,-2.716,-6.084,0.754,-0.574
0.36,-2.713,-6.084,0.757,-0.574
0.37,-2.711,-6.084,0.759,-0.574
0.38,-2.711,-6.084,0.759,-0.574
0.39,-2.716,-6.084,0.754,-0.574
0.40,-2.716,-6.084,0.754,-0.574
0.41,-2.716,-6.084,0.754,-0.574
0.42,-2.719,-6.084,0.751,-0.574
0.43,-2.723,-6.084,0.747,-0.574
0.44,-2.723,-6.084,0.747,-0.574
0.45,-2.728,-6.084,0.742,-0.574
0.46,-2.725,-6.084,0.745,-0.574
0.47,-2.725,-6.084,0.745,-0.574
0.48,-2.713,-6.084,0.757,-0.574
0.49,-2.711,-6.084,0.759,-0.574
0.50,-2.713,-6.084,0.757,-0.574
0.51,-2.713,-6.084,0.757,-0.574
0.52,-2.719,-6.084,0.751,-0.574
0.53,-2.716,-6.084,0.754,-0.574
0.54,-2.713,-6.084,0.757,-0.574
0.55,-2.713,-6.084,0.757,-0.574
0.56,-2.711,-6.084,0.759,-0.574
0.57,-2.711,-6.084,0.759,-0.574
0.58,-2.716,-6.084,0.754,-0.574
0.59,-2.716,-6.084,0.754,-0.574
0.60,-2.716,-6.084,0.754,-0.574
0.61,-2.713,-6.084,0.757,-0.574
0.62,-2.713,-6.084,0.757,-0.574
0.63,-2.711,-6.084,0.759,-0.574
0.64,-2.716,-6.084,0.754,-0.574
0.65,-2.716,-6.084,0.754,-0.574
0.66,-2.716,-6.084,0.754,-0.574
0.67,-2.716,-6.084,0.754,-0.574
0.68,-2.716,-6.084,0.754,-0.574
0.69,-2.725,-6.084,0.745,-0.574
0.70,-2.723,-6.084,0.747,-0.574
0.71,-2.728,-6.084,0.742,-0.574
0.72,-2.725,-6.084,0.745,-0.574
0.73,-2.719,-6.084,0.751,-0.574
0.74,-2.713,-6.084,0.757,-0.574
0.75,-2.716,-6.084,0.754,-0.574
0.76,-2.713,-6.084,0.757,-0.574
0.77,-2.719,-6.084,0.751,-0.574
0.78,-2.719,-6.084,0.751,-0.574
0.79,-2.716,-6.084,0.754,-0.574
0.80,-2.716,-6.084,0.754,-0.574
0.81,-2.713,-6.084,0.757,-0.574
0.82,-2.713,-6.084,0.757,-0.574
0.83,-2.711,-6.084,0.759,-0.574
0.84,-2.716,-6.084,0.754,-0.574
0.85,-2.716,-6.084,0.754,-0.574
0.86,-2.716,-6.084,0.754,-0.574
0.87,-2.713,-6.084,0.757,-0.574
0.88,-2.711,-6.084,0.759,-0.574
0.89,-2.713,-6.084,0.757,-0.574
0.90,-2.716,-6.084,0.754,-0.574
0.91,-2.719,-6.084,0.751,-0.574
0.92,-2.723,-6.084,0.747,-0.574
0.93,-2.725,-6.084,0.745,-0.574
0.94,-2.723,-6.084,0.747,-0.574
0.95,-2.723,-6.084,0.747,-0.574
0.96,-2.719,-6.084,0.751,-0.574
0.97,-2.719,-6.084,0.751,-0.574
0.98,-2.716,-6.084,0.754,-0.574
0.99,-2.716,-6.084,0.754,-0.574
1.00,-2.713,-6.084,0.757,-0.574
1.01,-2.713,-6.084,0.757,-0.574
1.02,-2.713,-6.084,0.757,-0.574
1.03,-2.719,-6.084,0.751,-0.574
1.04,-2.719,-6.084,0.751,-0.574
1.05,-2.716,-6.084,0.754,-0.574
1.06,-2.716,-6.084,0.754,-0.574
1.07,-2.713,-6.084,0.757,-0.574
1.08,-2.711,-6.084,0.759,-0.574
1.09,-2.713,-6.084,0.757,-0.574
1.10,-2.716,-6.084,0.754,-0.574
1.11,-2.713,-6.084,0.757,-0.574
1.12,-2.713,-6.084,0.757,-0.574
1.13,-2.716,-6.084,0.754,-0.574
1.14,-2.719,-6.084,0.751,-0.574
1.15,-2.725,-6.084,0.745,-0.574
1.16,-2.728,-6.084,0.742,-0.574
1.17,-2.728,-6.084,0.742,-0.574
1.18,-2.719,-6.084,0.751,-0.574
1.19,-2.716,-6.084,0.754,-0.574
1.20,-2.713,-6.084,0.757,-0.574
1.21,-2.713,-6.084,0.757,-0.574
1.22,-2.713,-6.084,0.757,-0.574
1.23,-2.716,-6.084,0.754,-0.574
1.24,-2.716,-6.084,0.754,-0.574
1.25,-2.716,-6.084,0.754,-0.574
1.26,-2.716,-6.084,0.754,-0.574
1.27,-2.713,-6.084,0.757,-0.574
1.28,-2.711,-6.084,0.759,-0.574
1.29,-2.713,-6.084,0.757,-0.574
1.30,-2.719,-6.084,0.751,-0.574
1.31,-2.716,-6.084,0.754,-0.574
1.32,-2.716,-6.084,0.754,-0.574
1.33,-2.713,-6.084,0.757,-0.574
1.34,-2.716,-6.084,0.754,-0.574
1.35,-2.723,-6.084,0.747,-0.574
1.36,-2.734,-6.084,0.736,-0.574
1.37,-2.728,-6.084,0.742,-0.574
1.38,-2.725,-6.084,0.745,-0.574
1.39,-2.719,-6.084,0.751,-0.574
1.40,-2.716,-6.084,0.754,-0.574
1.41,-2.713,-6.084,0.757,-0.574
1.42,-2.723,-6.084,0.747,-0.574
1.43,-2.723,-6.084,0.747,-0.574
1.44,-2.716,-6.084,0.754,-0.574
1.45,-2.716,-6.084,0.754,-0.574
1.46,-2.711,-6.084,0.759,-0.574
1.47,-2.711,-6.084,0.759,-0.574
1.48,-2.713,-6.084,0.757,-0.574
1.49,-2.716,-6.084,0.754,-0.574
1.50,-2.716,-6.084,0.754,-0.574
1.51,-2.716,-6.084,0.754,-0.574
1.52,-2.713,-6.084,0.757,-0.574
1.53,-2.713,-6.084,0.757,-0.574
1.54,-2.711,-6.084,0.759,-0.574
1.55,-2.716,-6.084,0.754,-0.574
1.56,-2.716,-6.084,0.754,-0.574
1.57,-2.719,-6.084,0.751,-0.574
1.58,-2.723,-6.084,0.747,-0.574
1.59,-2.725,-6.084,0.745,-0.574
1.60,-2.723,-6.084,0.747,-0.574
1.61,-2.725,-6.084,0.745,-0.574
1.62,-2.725,-6.084,0.745,-0.574
1.63,-2.716,-6.084,0.754,-0.574
1.64,-2.716,-6.084,0.754,-0.574
1.65,-2.716,-6.084,0.754,-0.574
1.66,-2.713,-6.084,0.757,-0.574
1.67,-2.713,-6.084,0.757,-0.574
1.68,-2.719,-6.084,0.751,-0.574
1.69,-2.719,-6.084,0.751,-0.574
1.70,-2.716,-6.084,0.754,-0.574
1.71,-2.716,-6.084,0.754,-0.574
1.72,-2.711,-6.084,0.759,-0.574
1.73,-2.713,-6.084,0.757,-0.574
1.74,-2.713,-6.084,0.757,-0.574
1.75,-2.723,-6.084,0.747,-0.574
1.76,-2.713,-6.084,0.757,-0.574
1.77,-2.716,-6.084,0.754,-0.574
1.78,-2.716,-6.084,0.754,-0.574
1.79,-2.716,-6.084,0.754,-0.574
1.80,-2.725,-6.084,0.745,-0.574
1.81,-2.732,-6.084,0.738,-0.574
1.82,-2.728,-6.084,0.742,-0.574
1.83,-2.728,-6.084,0.742,-0.574
1.84,-2.719,-6.084,0.751,-0.574
1.85,-2.713,-6.084,0.757,-0.574
1.86,-2.713,-6.084,0.757,-0.574
1.87,-2.713,-6.084,0.757,-0.574
1.88,-2.719,-6.084,0.751,-0.574
1.89,-2.719,-6.084,0.751,-0.574
1.90,-2.716,-6.084,0.754,-0.574
1.91,-2.713,-6.084,0.757,-0.574
1.92,-2.713,-6.084,0.757,-0.574
1.93,-2.713,-6.084,0.757,-0.574
1.94,-2.719,-6.084,0.751,-0.574
1.95,-2.719,-6.084,0.751,-0.574
1.96,-2.716,-6.084,0.754,-0.574
1.97,-2.716,-6.084,0.754,-0.574
1.98,-2.713,-6.084,0.757,-0.574
1.99,-2.713,-6.084,0.757,-0.574
2.00,-2.713,-6.084,0.757,-0.574
2.01,-2.719,-6.084,0.751,-0.574
2.02,-2.725,-6.084,0.745,-0.574
2.03,-2.728,-6.084,0.742,-0.574
2.04,-2.723,-6.084,0.747,-0.574
2.05,-2.723,-6.084,0.747,-0.574
2.06,-2.719,-6.084,0.751,-0.574
2.07,-2.725,-6.084,0.745,-0.574
2.08,-2.723,-6.084,0.747,-0.574
2.09,-2.716,-6.084,0.754,-0.574
2.10,-2.716,-6.084,0.754,-0.574
2.11,-2.713,-6.084,0.757,-0.574
2.12,-2.713,-6.084,0.757,-0.574
2.13,-2.713,-6.084,0.757,-0.574
2.14,-2.719,-6.084,0.751,-0.574
2.15,-2.716,-6.084,0.754,-0.574
2.16,-2.716,-6.084,0.754,-0.574
2.17,-2.713,-6.084,0.757,-0.574
2.18,-2.713,-6.084,0.757,-0.574
2.19,-2.713,-6.084,0.757,-0.574
2.20,-2.716,-6.084,0.754,-0.574
2.21,-2.719,-6.084,0.751,-0.574
2.22,-2.716,-6.084,0.754,-0.574
2.23,-2.716,-6.084,0.754,-0.574
2.24,-2.713,-6.084,0.757,-0.574
2.25,-2.716,-6.084,0.754,-0.574
2.26,-2.719,-6.084,0.751,-0.574
2.27,-2.732,-6.084,0.738,-0.574
2.28,-2.728,-6.084,0.742,-0.574
2.29,-2.725,-6.084,0.745,-0.574
2.30,-2.725,-6.084,0.745,-0.574
2.31,-2.713,-6.084,0.757,-0.574
2.32,-2.713,-6.084,0.757,-0.574
2.33,-2.713,-6.084,0.757,-0.574
2.34,-2.723,-6.084,0.747,-0.574
2.35,-2.716,-6.084,0.754,-0.574
2.36,-2.716,-6.084,0.754,-0.574
2.37,-2.713,-6.084,0.757,-0.574
2.38,-2.713,-6.084,0.757,-0.574
2.39,-2.713,-6.084,0.757,-0.574
2.40,-2.719,-6.084,0.751,-0.574
2.41,-2.719,-6.084,0.751,-0.574
2.42,-2.716,-6.084,0.754,-0.574
2.43,-2.716,-6.084,0.754,-0.574
2.44,-2.713,-6.084,0.757,-0.574
2.45,-2.713,-6.084,0.757,-0.574
2.46,-2.713,-6.084,0.757,-0.574
2.47,-2.719,-6.084,0.751,-0.574
2.48,-2.716,-6.084,0.754,-0.574
2.49,-2.713,-6.084,0.757,-0.574
2.50,-2.716,-6.084,0.754,-0.574
2.51,-2.716,-6.084,0.754,-0.574
2.52,-2.716,-6.084,0.754,-0.574
2.53,-2.725,-6.084,0.745,-0.574
2.54,-2.725,-6.084,0.745,-0.574
2.55,-2.728,-6.084,0.742,-0.574
2.56,-2.728,-6.084,0.742,-0.574
2.57,-2.723,-6.084,0.747,-0.574
2.58,-2.723,-6.084,0.747,-0.574
2.59,-2.725,-6.084,0.745,-0.574
2.60,-2.728,-6.084,0.742,-0.574
2.61,-2.719,-6.084,0.751,-0.574
2.62,-2.716,-6.084,0.754,-0.574
2.63,-2.716,-6.084,0.754,-0.574
2.64,-2.713,-6.084,0.757,-0.574
2.65,-2.716,-6.084,0.754,-0.574
2.66,-2.719,-6.084,0.751,-0.574
2.67,-2.719,-6.084,0.751,-0.574
2.68,-2.716,-6.084,0.754,-0.574
2.69,-2.713,-6.084,0.757,-0.574
2.70,-2.716,-6.084,0.754,-0.574
2.71,-2.713,-6.084,0.757,-0.574
2.72,-2.716,-6.084,0.754,-0.574
2.73,-2.723,-6.084,0.747,-0.574
2.74,-2.716,-6.084,0.754,-0.574
2.75,-2.716,-6.084,0.754,-0.574
2.76,-2.713,-6.084,0.757,-0.574
2.77,-2.716,-6.084,0.754,-0.574
2.78,-2.713,-6.084,0.757,-0.574
2.79,-2.716,-6.084,0.754,-0.574
2.80,-2.719,-6.084,0.751,-0.574
2.81,-2.716,-6.084,0.754,-0.574
2.82,-2.716,-6.084,0.754,-0.574
2.83,-2.713,-6.084,0.757,-0.574
2.84,-2.713,-6.084,0.757,-0.574
2.85,-2.713,-6.084,0.757,-0.574
2.86,-2.719,-6.084,0.751,-0.574
2.87,-2.716,-6.084,0.754,-0.574
2.88,-2.716,-6.084,0.754,-0.574
2.89,-2.716,-6.084,0.754,-0.574
2.90,-2.716,-6.084,0.754,-0.574
2.91,-2.716,-6.084,0.754,-0.574
2.92,-2.725,-6.084,0.745,-0.574
2.93,-2.728,-6.084,0.742,-0.574
2.94,-2.728,-6.084,0.742,-0.574
2.95,-2.728,-6.084,0.742,-0.574
2.96,-2.725,-6.084,0.745,-0.574
2.97,-2.728,-6.084,0.742,-0.574
2.98,-2.723,-6.084,0.747,-0.574
2.99,-2.728,-6.084,0.742,-0.574
3.00,-2.728,-6.084,0.742,-0.574
3.01,-2.728,-6.084,0.742,-0.574
3.02,-2.725,-6.084,0.745,-0.574
3.03,-2.719,-6.084,0.751,-0.574
3.04,-2.719,-6.084,0.751,-0.574
3.05,-2.719,-6.084,0.751,-0.574
3.06,-2.723,-6.084,0.747,-0.574
3.07,-2.716,-6.084,0.754,-0.574
3.08,-2.716,-6.084,0.754,-0.574
3.09,-2.716,-6.084,0.754,-0.574
3.10,-2.716,-6.084,0.754,-0.574
3.11,-2.713,-6.084,0.757,-0.574
3.12,-2.719,-6.084,0.751,-0.574
3.13,-2.719,-6.084,0.751,-0.574
3.14,-2.716,-6.084,0.754,-0.574
3.15,-2.716,-6.084,0.754,-0.574
3.16,-2.716,-6.084,0.754,-0.574
3.17,-2.716,-6.084,0.754,-0.574
3.18,-2.713,-6.084,0.757,-0.574
3.19,-2.719,-6.084,0.751,-0.574
3.20,-2.719,-6.084,0.751,-0.574
3.21,-2.716,-6.084,0.754,-0.574
3.22,-2.716,-6.084,0.754,-0.574
3.23,-2.716,-6.084,0.754,-0.574
3.24,-2.716,-6.084,0.754,-0.574
3.25,-2.719,-6.084,0.751,-0.574
3.26,-2.723,-6.084,0.747,-0.574
3.27,-2.716,-6.084,0.754,-0.574
3.28,-2.716,-6.084,0.754,-0.574
3.29,-2.713,-6.084,0.757,-0.574
3.30,-2.713,-6.084,0.757,-0.574
3.31,-2.713,-6.084,0.757,-0.574
3.32,-2.723,-6.084,0.747,-0.574
3.33,-2.719,-6.084,0.751,-0.574
3.34,-2.716,-6.084,0.754,-0.574
3.35,-2.716,-6.084,0.754,-0.574
3.36,-2.716,-6.084,0.754,-0.574
3.37,-2.713,-6.084,0.757,-0.574
3.38,-2.719,-6.084,0.751,-0.574
3.39,-2.723,-6.084,0.747,-0.574
3.40,-2.719,-6.084,0.751,-0.574
3.41,-2.716,-6.084,0.754,-0.574
3.42,-2.716,-6.084,0.754,-0.574
3.43,-2.713,-6.084,0.757,-0.574
3.44,-2.716,-6.084,0.754,-0.574
3.45,-2.723,-6.084,0.747,-0.574
3.46,-2.719,-6.084,0.751,-0.574
3.47,-2.719,-6.084,0.751,-0.574
3.48,-2.716,-6.084,0.754,-0.574
3.49,-2.716,-6.084,0.754,-0.574
3.50,-2.716,-6.084,0.754,-0.574
3.51,-2.719,-6.084,0.751,-0.574
3.52,-2.725,-6.084,0.745,-0.574
3.53,-2.719,-6.084,0.751,-0.574
3.54,-2.716,-6.084,0.754,-0.574
3.55,-2.716,-6.084,0.754,-0.574
3.56,-2.713,-6.084,0.757,-0.574
3.57,-2.716,-6.084,0.754,-0.574
3.58,-2.723,-6.084,0.747,-0.574
3.59,-2.716,-6.084,0.754,-0.574
3.60,-2.719,-6.084,0.751,-0.574
3.61,-2.716,-6.084,0.754,-0.574
3.62,-2.716,-6.084,0.754,-0.574
3.63,-2.719,-6.084,0.751,-0.574
3.64,-2.728,-6.084,0.742,-0.574
3.65,-2.732,-6.084,0.738,-0.574
3.66,-2.728,-6.084,0.742,-0.574
3.67,-2.725,-6.084,0.745,-0.574
3.68,-2.723,-6.084,0.747,-0.574
3.69,-2.728,-6.084,0.742,-0.574
3.70,-2.728,-6.084,0.742,-0.574
3.71,-2.740,-6.084,0.730,-0.574
3.72,-2.728,-6.084,0.742,-0.574
3.73,-2.728,-6.084,0.742,-0.574
3.74,-2.725,-6.084,0.745,-0.574
3.75,-2.719,-6.084,0.751,-0.574
3.76,-2.716,-6.084,0.754,-0.574
3.77,-2.719,-6.084,0.751,-0.574
3.78,-2.719,-6.084,0.751,-0.574
3.79,-2.716,-6.084,0.754,-0.574
3.80,-2.716,-6.084,0.754,-0.574
3.81,-2.716,-6.084,0.754,-0.574
3.82,-2.716,-6.084,0.754,-0.574
3.83,-2.719,-6.084,0.751,-0.574
3.84,-2.723,-6.084,0.747,-0.574
3.85,-2.716,-6.084,0.754,-0.574
3.86,-2.716,-6.084,0.754,-0.574
3.87,-2.716,-6.084,0.754,-0.574
3.88,-2.716,-6.084,0.754,-0.574
3.89,-2.713,-6.084,0.757,-0.574
3.90,-2.723,-6.084,0.747,-0.574
3.91,-2.719,-6.084,0.751,-0.574
3.92,-2.716,-6.084,0.754,-0.574
3.93,-2.716,-6.084,0.754,-0.574
3.94,-2.713,-6.084,0.757,-0.574
3.95,-2.716,-6.084,0.754,-0.574
3.96,-2.723,-6.084,0.747,-0.574
3.97,-2.723,-6.084,0.747,-0.574
3.98,-2.719,-6.084,0.751,-0.574
3.99,-2.716,-6.084,0.754,-0.574
4.00,-2.719,-6.084,0.751,-0.574
4.01,-2.725,-6.084,0.745,-0.574
4.02,-2.728,-6.084,0.742,-0.574
4.03,-2.740,-6.084,0.730,-0.574
4.04,-2.732,-6.084,0.738,-0.574
4.05,-2.725,-6.084,0.745,-0.574
4.06,-2.716,-6.084,0.754,-0.574
4.07,-2.716,-6.084,0.754,-0.574
4.08,-2.716,-6.084,0.754,-0.574
4.09,-2.723,-6.084,0.747,-0.574
4.10,-2.719,-6.084,0.751,-0.574
4.11,-2.716,-6.084,0.754,-0.574
4.12,-2.716,-6.084,0.754,-0.574
4.13,-2.713,-6.084,0.757,-0.574
4.14,-2.716,-6.084,0.754,-0.574
4.15,-2.719,-6.084,0.751,-0.574
4.16,-2.719,-6.084,0.751,-0.574
4.17,-2.719,-6.084,0.751,-0.574
4.18,-2.713,-6.084,0.757,-0.574
4.19,-2.716,-6.084,0.754,-0.574
4.20,-2.716,-6.084,0.754,-0.574
4.21,-2.723,-6.084,0.747,-0.574
4.22,-2.723,-6.084,0.747,-0.574
4.23,-2.725,-6.084,0.745,-0.574
4.24,-2.728,-6.084,0.742,-0.574
4.25,-2.728,-6.084,0.742,-0.574
4.26,-2.728,-6.084,0.742,-0.574
4.27,-2.725,-6.084,0.745,-0.574
4.28,-2.723,-6.084,0.747,-0.574
4.29,-2.716,-6.084,0.754,-0.574
4.30,-2.716,-6.084,0.754,-0.574
4.31,-2.716,-6.084,0.754,-0.574
4.32,-2.716,-6.084,0.754,-0.574
4.33,-2.716,-6.084,0.754,-0.574
4.34,-2.719,-6.084,0.751,-0.574
4.35,-2.719,-6.084,0.751,-0.574
4.36,-2.719,-6.084,0.751,-0.574
4.37,-2.716,-6.084,0.754,-0.574
4.38,-2.716,-6.084,0.754,-0.574
4.39,-2.716,-6.084,0.754,-0.574
4.40,-2.725,-6.084,0.745,-0.574
4.41,-2.728,-6.084,0.742,-0.574
4.42,-2.728,-6.084,0.742,-0.574
4.43,-2.728,-6.084,0.742,-0.574
4.44,-2.723,-6.084,0.747,-0.574
4.45,-2.716,-6.084,0.754,-0.574
4.46,-2.719,-6.084,0.751,-0.574
4.47,-2.719,-6.084,0.751,-0.574
4.48,-2.719,-6.084,0.751,-0.574
4.49,-2.719,-6.084,0.751,-0.574
4.50,-2.716,-6.084,0.754,-0.574
4.51,-2.713,-6.084,0.757,-0.574
4.52,-2.723,-6.084,0.747,-0.574
4.53,-2.725,-6.084,0.745,-0.574
4.54,-2.719,-6.084,0.751,-0.574
4.55,-2.716,-6.084,0.754,-0.574
4.56,-2.728,-6.084,0.742,-0.574
4.57,-2.728,-6.084,0.742,-0.574
4.58,-2.732,-6.084,0.738,-0.574
4.59,-2.723,-6.084,0.747,-0.574
4.60,-2.719,-6.084,0.751,-0.574
4.61,-2.716,-6.084,0.754,-0.574
4.62,-2.716,-6.084,0.754,-0.574
4.63,-2.716,-6.084,0.754,-0.574
4.64,-2.719,-6.084,0.751,-0.574
4.65,-2.725,-6.084,0.745,-0.574
4.66,-2.719,-6.084,0.751,-0.574
4.67,-2.719,-6.084,0.751,-0.574
4.68,-2.716,-6.084,0.754,-0.574
4.69,-2.725,-6.084,0.745,-0.574
4.70,-2.732,-6.084,0.738,-0.574
4.71,-2.728,-6.084,0.742,-0.574
4.72,-2.719,-6.084,0.751,-0.574
4.73,-2.716,-6.084,0.754,-0.574
4.74,-2.716,-6.084,0.754,-0.574
4.75,-2.716,-6.084,0.754,-0.574
4.76,-2.719,-6.084,0.751,-0.574
4.77,-2.725,-6.084,0.745,-0.574
4.78,-2.719,-6.084,0.751,-0.574
4.79,-2.719,-6.084,0.751,-0.574
4.80,-2.716,-6.084,0.754,-0.574
4.81,-2.728,-6.084,0.742,-0.574
4.82,-2.732,-6.084,0.738,-0.574
4.83,-2.728,-6.084,0.742,-0.574
4.84,-2.719,-6.084,0.751,-0.574
4.85,-2.716,-6.084,0.754,-0.574
4.86,-2.716,-6.084,0.754,-0.574
4.87,-2.716,-6.084,0.754,-0.574
4.88,-2.716,-6.084,0.754,-0.574
4.89,-2.725,-6.084,0.745,-0.574
4.90,-2.719,-6.084,0.751,-0.574
4.91,-2.719,-6.084,0.751,-0.574
4.92,-2.725,-6.084,0.745,-0.574
4.93,-2.728,-6.084,0.742,-0.574
4.94,-2.719,-6.084,0.751,-0.574
4.95,-2.723,-6.084,0.747,-0.574
4.96,-2.719,-6.084,0.751,-0.574
4.97,-2.716,-6.084,0.754,-0.574
4.98,-2.716,-6.084,0.754,-0.574
4.99,-2.716,-6.084,0.754,-0.574
5.00,-2.716,-6.084,0.754,-0.574
5.01,-2.728,-6.084,0.742,-0.574
5.02,-2.728,-6.084,0.742,-0.574
5.03,-2.728,-6.084,0.742,-0.574
5.04,-2.723,-6.084,0.747,-0.574
5.05,-2.716,-6.084,0.754,-0.574
5.06,-2.716,-6.084,0.754,-0.574
5.07,-2.723,-6.084,0.747,-0.574
5.08,-2.719,-6.084,0.751,-0.574
5.09,-2.719,-6.084,0.751,-0.574
5.10,-2.719,-6.084,0.751,-0.574
5.11,-2.719,-6.084,0.751,-0.574
5.12,-2.725,-6.084,0.745,-0.574
5.13,-2.740,-6.084,0.730,-0.574
5.14,-2.725,-6.084,0.745,-0.574
5.15,-2.719,-6.084,0.751,-0.574
5.16,-2.716,-6.084,0.754,-0.574
5.17,-2.719,-6.084,0.751,-0.574
5.18,-2.719,-6.084,0.751,-0.574
5.19,-2.723,-6.084,0.747,-0.574
5.20,-2.723,-6.084,0.747,-0.574
5.21,-2.725,-6.084,0.745,-0.574
5.22,-2.728,-6.084,0.742,-0.574
5.23,-2.725,-6.084,0.745,-0.574
5.24,-2.716,-6.084,0.754,-0.574
5.25,-2.723,-6.084,0.747,-0.574
5.26,-2.719,-6.084,0.751,-0.574
5.27,-2.723,-6.084,0.747,-0.574
5.28,-2.716,-6.084,0.754,-0.574
5.29,-2.716,-6.084,0.754,-0.574
5.30,-2.719,-6.084,0.751,-0.574
5.31,-2.734,-6.084,0.736,-0.574
5.32,-2.728,-6.084,0.742,-0.574
5.33,-2.719,-6.084,0.751,-0.574
5.34,-2.716,-6.084,0.754,-0.574
5.35,-2.716,-6.084,0.754,-0.574
5.36,-2.716,-6.084,0.754,-0.574
5.37,-2.725,-6.084,0.745,-0.574
5.38,-2.725,-6.084,0.745,-0.574
5.39,-2.728,-6.084,0.742,-0.574
5.40,-2.728,-6.084,0.742,-0.574
5.41,-2.719,-6.084,0.751,-0.574
5.42,-2.719,-6.084,0.751,-0.574
5.43,-2.719,-6.084,0.751,-0.574
5.44,-2.728,-6.084,0.742,-0.574
5.45,-2.723,-6.084,0.747,-0.574
5.46,-2.719,-6.084,0.751,-0.574
5.47,-2.725,-6.084,0.745,-0.574
5.48,-2.728,-6.084,0.742,-0.574
5.49,-2.725,-6.084,0.745,-0.574
5.50,-2.728,-6.084,0.742,-0.574
5.51,-2.723,-6.084,0.747,-0.574
5.52,-2.719,-6.084,0.751,-0.574
5.53,-2.719,-6.084,0.751,-0.574
5.54,-2.719,-6.084,0.751,-0.574
5.55,-2.732,-6.084,0.738,-0.574
5.56,-2.740,-6.084,0.730,-0.574
5.57,-2.719,-6.084,0.751,-0.574
5.58,-2.719,-6.084,0.751,-0.574
5.59,-2.719,-6.084,0.751,-0.574
5.60,-2.719,-6.084,0.751,-0.574
5.61,-2.725,-6.084,0.745,-0.574
5.62,-2.728,-6.084,0.742,-0.574
5.63,-2.732,-6.084,0.738,-0.574
5.64,-2.725,-6.084,0.745,-0.574
5.65,-2.716,-6.084,0.754,-0.574
5.66,-2.716,-6.084,0.754,-0.574
5.67,-2.725,-6.084,0.745,-0.574
5.68,-2.728,-6.084,0.742,-0.574
5.69,-2.723,-6.084,0.747,-0.574
5.70,-2.728,-6.084,0.742,-0.574
5.71,-2.728,-6.084,0.742,-0.574
5.72,-2.716,-6.084,0.754,-0.574
5.73,-2.723,-6.084,0.747,-0.574
5.74,-2.725,-6.084,0.745,-0.574
5.75,-2.723,-6.084,0.747,-0.574
5.76,-2.719,-6.084,0.751,-0.574
5.77,-2.728,-6.084,0.742,-0.574
5.78,-2.728,-6.084,0.742,-0.574
5.79,-2.725,-6.084,0.745,-0.574
5.80,-2.725,-6.084,0.745,-0.574
5.81,-2.723,-6.084,0.747,-0.574
5.82,-2.719,-6.084,0.751,-0.574
5.83,-2.719,-6.084,0.751,-0.574
5.84,-2.728,-6.084,0.742,-0.574
5.85,-2.732,-6.084,0.738,-0.574
5.86,-2.719,-6.084,0.751,-0.574
5.87,-2.719,-6.084,0.751,-0.574
5.88,-2.719,-6.084,0.751,-0.574
5.89,-2.719,-6.084,0.751,-0.574
5.90,-2.719,-6.084,0.751,-0.574
5.91,-2.740,-6.084,0.730,-0.574
5.92,-2.723,-6.084,0.747,-0.574
5.93,-2.723,-6.084,0.747,-0.574
5.94,-2.719,-6.084,0.751,-0.574
5.95,-2.719,-6.084,0.751,-0.574
5.96,-2.716,-6.084,0.754,-0.574
5.97,-2.734,-6.084,0.736,-0.574
5.98,-2.728,-6.084,0.742,-0.574
5.99,-2.719,-6.084,0.751,-0.574
6.00,-2.723,-6.084,0.747,-0.574
6.01,-2.716,-6.084,0.754,-0.574
6.02,-2.719,-6.084,0.751,-0.574
6.03,-2.732,-6.084,0.738,-0.574
6.04,-2.734,-6.084,0.736,-0.574
